"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"European Union","EUU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","27.7260152142955","35.3289797796592","37.516460019559","47.5394509191163","55.0251950983682","59.7652488363187","63.5394593645392","67.8468534325576","68.6266563606472","71.864831277027","79.3675289831769","79.1534702591648","79.9633826007379","81.9077036914111","83.8977729645509","85.0690556786808","86.7222080499818","86.9913811523667","86.6791839437761","88.4994773187405","89.1633847949272","90.2955963814046","91.2808603506606","92.2546866089514","92.6970679447258","92.849778066854","93.6868305657762","94.2495732125152","94.2658726472519","94.1918132650169","94.0745836049491","94.1440208469719","94.6547225230766","94.284083039222","93.9504833786018","93.4750921467993","93.5294452826005","94.1124493126929","94.2936060251091","94.7125760944212","93.2369958760349","92.5268600526561","91.9379860125216","",
"Fragile and conflict affected situations","FCS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.14995939512582","9.56360819115032","12.2162441473122","13.0437438647281","16.7812977712759","25.3167809236072","30.4274602913403","34.7123726020819","41.9832295371339","49.9807334077059","53.7077536456496","47.8693676567475","44.7126823141057","46.2382069529361","52.4667233431513","50.5928477561515","51.0641167517024","50.6792041460756","50.3379878733274","48.8839679601059","50.9541195547299","49.9845820981781","50.1398141933592","52.7457513520556","55.3620805678655","57.9754787732636","59.6460645780988","60.5189568076664","65.0932998972601","69.0190157956229","68.4282072371577","67.6444334233406","65.1070005903204","64.1160776765829","63.6683587430275","63.1179197139685","64.4667692632456","67.0388409096028","66.6756456609177","67.4913136396322","66.9827805203798","64.0179303009478","65.2727596632094","",
"Finland","FIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","70","75","81","83","85","87","92","98","95","97","97","99","99","99","98","98","96","96","96","96","96","96","97","97","97","97","98","97","98","98","97","97","97","96","95","94","94","96","96","95","93","94","",
"Fiji","FJI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","32","40","2","25","22","57","61","64","69","65","84","93","91","96","96","94","94","75","77","79","81","83","85","86","88","90","92","94","95","95","96","96","98","94","99","97","97","99","95","96","96","99","99","",
"France","FRA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","15","26","35","39","45","51","58","71","74","76","78","80","83","84","83","82","83","84","85","86","87","88","87","89","90","89","89","89","89","91","90","91","91","90","90","90","92","94","94","94","",
"Faroe Islands","FRO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","84","94","81","76","78","80","83","90","82","74","82","79","85","84","88","91","85","96","83","92","86","86","80","92","91","91","83","74","70","76","73","78","79","64","69","",
"Gabon","GAB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","58","66","67","68","76","76","71","66","63","60","57","57","56","56","55","55","55","55","55","55","55","55","62","67","63","62","72","71","70","61","68","64","63","59","62","53","64","52","",
"United Kingdom","GBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","53","55","58","60","63","68","71","76","80","84","87","90","92","91","91","92","92","91","87","88","88","85","85","82","81","82","85","86","86","86","89","90","92","93","93","93","92","92","92","91","91","91","90","",
"Georgia","GEO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","61","63","61","65","69","73","76","73","74","75","76","86","90","96","97","97","83","94","91","93","97","92","96","93","95","98","99","91","90","90","",
"Ghana","GHA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","16","23","21","16","10","21","31","51","59","65","61","63","64","66","68","70","71","73","78","81","90","78","78","80","83","83","85","95","86","93","93","91","88","89","92","89","89","95","92","92","88","94","95","",
"Gibraltar","GIB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","15","34","30","29","29","28","28","27","27","35","42","52","55","58","61","61","56","52","40","42","44","46","48","50","51","51","57","55","53","58","62","58","54","50","47","47","47","47","47","47","47","47","",
"Gambia, The","GMB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","70","71","70","79","75","62","88","80","85","86","87","83","87","89","91","94","91","90","90","89","89","90","90","92","91","89","88","92","96","92","91","95","96","96","97","97","90","91","85","82","79","74","",
"Guinea-Bissau","GNB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","27","31","35","59","68","52","65","53","52","60","68","68","45","49","51","61","70","71","72","73","74","75","76","74","73","71","69","76","83","81","81","81","80","80","66","79","79","72","63","75","",
"Equatorial Guinea","GNQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","11","17","32","46","18","88","85","82","79","80","81","81","82","82","51","50","50","49","48","48","47","47","46","45","45","44","46","49","51","53","50","53","53","53","53","53","53","53","",
"Greece","GRC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","75","77","39","81","82","76","76","72","72","72","70","70","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","97","97","97","97","97","97","97","97","97","",
"Grenada","GRD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","5","7","31","49","62","77","48","89","85","96","73","99","87","88","85","92","97","94","92","99","96","99","74","99","98","98","99","98","95","95","94","94","94","99","95","85","84","94","83","70","76","",
"Greenland","GRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","23","8","12","9","24","23","55","24","55","60","68","49","59","71","66","83","69","74","79","83","86","91","92","94","95","93","95","86","96","92","93","89","93","91","68","79","89","94","89","90","88","81","83","",
"Guam","GUM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","68","51","56","40","42","52","55","69","73","76","73","92","83","77","91","82","93","87","86","92","93","89","88","92","90","96","95","97","95","98","99","99","99","99","99","99","98","98","98","95","95","",
"High income","HIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46.8158128676348","52.7767885682762","55.166588118262","63.7155546043728","69.114053241806","73.0502306456792","75.3158809489218","75.2017960165576","80.339444950022","82.8427713443907","84.3811044640978","84.1014565008956","82.742721755562","84.2777990595806","86.6660903071045","88.3123207670643","89.8119523376568","90.0185073962182","90.3302080735628","91.4178369873373","91.8452381816957","92.2394116296195","92.7855377532936","93.4321998237601","93.660800398298","93.4940293868378","93.7001637326054","93.7069762633477","93.8093442688382","93.0843693739296","93.8987422167867","93.9630798650757","94.1181161025754","94.3248411252578","94.5486778845953","94.2411631463367","94.1719325157175","94.0721587479152","94.4662862014646","93.8037832300444","93.4588936083998","93.4937131681069","93.5705538200746","",
"Hong Kong SAR, China","HKG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","31","34","48","49","44","53","60","57","76","94","90","86","89","94","93","89","91","89","98","98","98","99","97","95","92","96","95","94","93","98","98","97","97","97","97","98","98","98","91","89","82","81","77","",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.52763497151413","15.7415949529544","19.0432267289106","21.433327195368","22.6911780661084","28.6291425922856","36.1540901429799","38.8476054217944","44.452205435841","48.4432776773968","52.5072681192103","46.2573803434741","45.8482118011115","47.8125729082323","53.7501580888319","52.4652081721451","53.3639027923335","51.7517025638621","49.8744500053624","50.3388512414998","54.4784393082901","55.0066572259354","57.2716703752346","60.9336038591782","63.2057943075965","65.8995342810279","68.1361571468216","69.936551198016","69.9594538771318","72.7535595792214","74.6961728172211","74.7771081820716","75.6388138485579","74.1296962828649","73.7612873536484","73.5589096569896","72.5510385533524","73.8077821589664","73.4474301776123","73.5424676333595","71.8714778799476","69.4035296278792","70.1332429865949","",
"Croatia","HRV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","92","92","91","91","92","93","94","95","94","96","96","95","96","96","95","96","96","95","94","94","93","90","89","93","93","91","89","90","",
"Haiti","HTI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","3","6","8","21","26","23","59","31","31","35","39","44","48","49","50","52","53","54","55","55","56","57","57","58","59","60","62","63","64","65","66","68","69","69","69","69","69","65","65","65","65","",
"Hungary","HUN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"IBRD only","IBD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.82194040665858","11.4153311872336","12.0530746282152","37.3746250352443","40.6913084579503","46.5310107036495","44.6316285923849","54.7246004625223","65.852131282493","70.180560020722","77.0427627239841","72.174024672307","73.6836787333096","74.2146824985098","75.1750741677554","78.2890651330996","78.3679126030081","75.3564104779963","74.8797483538408","75.9525379946174","75.9691748113083","76.9404915855238","75.803203490103","77.1069827039766","79.0884928242318","80.5038659342924","82.9929648034137","83.5927049081489","85.237416485345","87.7904672269478","89.2281849463536","90.2809538358777","90.0733327048999","90.0737167118743","90.4060688938303","91.1044153349456","91.4374219447162","91.279968350069","92.8644858937929","92.5683492482574","88.6188325948611","87.2372214713709","90.1521860026588","",
"IDA & IBRD total","IBT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","8.52837499328792","10.6663740159645","11.6329770561138","31.371623351571","35.2987366022426","40.9780153479228","41.3955767235245","49.7584293533497","59.7506088937032","65.4806366870093","71.5622967707442","67.3464878134852","68.1071228533549","68.5330359628647","69.9600662270701","71.9650110520432","71.7032725010568","69.4746881255055","68.994632576313","69.6042279714949","70.0771414341961","70.7068399228646","70.0960335711404","71.7513851451841","73.7941700569315","75.3624437777499","77.2411520465347","77.8754871960835","79.5957192916454","82.3186273876728","83.1369259890897","83.5480127136143","83.13049712013","83.2228724530565","83.5734271635735","83.9576719263082","84.2843207657592","84.609401230734","85.7047432262738","85.5555410934129","82.8544723682847","80.8815255095963","82.7812186958436","",
"IDA total","IDA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4.73262827160912","8.4719633165521","10.4074662859669","13.825125134047","19.8505886274593","25.4340558627629","32.3311882621518","35.7867531337705","42.5062508528559","52.4072417305078","56.6184420383056","54.2747008116001","53.4209338934044","54.4813253180069","57.5164376389654","57.3011719879164","56.6790293929962","56.5909515317349","56.4433238318273","56.3981822123614","58.1314119943988","58.2725614546089","58.9324609122084","61.5536982433827","63.9117764449969","65.8976695194347","66.788911701586","67.6387509872564","69.6138417651205","72.7033130680231","72.5036373582938","72.030122610448","71.4027552180571","71.6536909595377","72.1297671554751","72.2029690221557","72.7509562502786","74.0564686858523","74.5461067363871","75.0623824871929","74.6720704578748","72.3145645483228","73.3251282012221","",
"IDA blend","IDB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.951582477496937","4.3592273941976","5.17240196134036","12.1587992772284","27.2516748818111","34.549432609834","40.764616437609","45.0751470558482","50.6515434257326","56.8272593261772","56.3594219309273","57.6580220324447","54.6721334628946","52.6925989131975","53.0037060478222","52.8854849476712","51.4220703890353","52.1873185413351","54.0117537752805","52.4069319292218","52.4208244335357","52.5438139618121","52.1879575424132","54.3233236521829","55.9432831911467","56.4237977189456","57.8132497168025","56.0710855141565","61.6828578462962","65.508119193679","63.4019102544","61.4869995464729","61.1097804186975","63.2080991931094","64.4759903071049","64.6561594789026","66.8142921721621","68.4319116604225","69.7676227125198","71.2948596734852","72.9381587789638","72.2642366555317","72.9022673841887","",
"Indonesia","IDN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","6","13","26","45","48","51","54","58","61","65","68","66","63","79","77","77","77","76","76","72","74","76","77","79","76","76","74","78","80","82","87","86","87","88","90","89","88","76","72","84","",
"IDA only","IDX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.41066422464442","10.3127162408914","12.7857033263644","14.5929963938308","16.4018288307399","21.1571109436093","28.3658126187167","31.4005080746567","38.6313465224871","50.2894422902028","56.7434862872482","52.6307810242742","52.7819668403165","55.3910782510842","59.8026474783566","59.5336093326542","59.330931967186","58.8063350080122","57.6662098864106","58.4041913944597","61.0104131971604","61.1737635343793","62.3651014864129","65.2429581282493","67.9814808941752","70.7330830191408","71.3725323336692","73.5553558172828","73.6988426031217","76.4530942267425","77.2897702774803","77.537425878619","76.7952248837717","76.0794333324726","76.1281577342134","76.1225198517504","75.8094809238422","76.9355970537346","76.9824557509354","76.9743260983426","75.5472226541557","72.3398738829542","73.5368637801172","",
"Isle of Man","IMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","1","10","24","32","42","56","43","51","59","67","72","66","55","53","56","56","57","56","60","64","68","69","70","72","78","82","84","83","83","85","87","88","90","93","95","89","89","95","",
"Not classified","INX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","10","10","63","65","66","68","78","78","78","78","78","78","77","77","77","77","77","79","73","73","78","81","84","86","87","89","90","90","92","92","93","93","93","92","92","92","91","92","90","90","",
"Iran, Islamic Rep.","IRN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","39","48","55","38","38","62","55","55","83","79","85","84","96","96","97","95","99","95","99","99","99","96","99","99","96","94","99","97","98","99","99","99","98","98","99","99","99","99","99","99","99","99","99","",
"Iraq","IRQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9","10","11","12","25","70","75","91","85","79","75","71","67","63","72","80","82","85","88","90","86","82","77","73","69","69","62","64","75","81","75","80","74","73","70","71","79","81","85","82","76","75","88","",
"Iceland","ISL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","81","96","96","95","97","99","99","99","99","99","99","98","99","99","99","96","94","91","88","91","93","93","90","95","95","96","92","93","94","90","91","90","93","91","92","93","93","93","92","91","",
"Israel","ISR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","81","83","88","85","85","85","88","88","86","88","91","94","94","92","92","93","96","97","94","94","95","95","95","96","97","94","96","97","98","97","96","97","96","98","97","98","97","98","98","99","99","99","99","",
"Italy","ITA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","50","50","50","50","50","55","57","55","70","74","77","81","84","86","87","88","90","90","90","91","90","90","90","87","85","87","92","93","94","92","94","94","",
"Jamaica","JAM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","12","15","60","64","36","62","68","71","74","77","63","80","82","90","96","88","88","82","88","85","86","78","86","84","87","76","88","88","89","88","93","94","92","91","95","95","89","94","93","88","91","",
"Jordan","JOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","29","40","48","56","65","73","81","87","87","84","87","85","91","88","91","92","94","95","93","83","94","99","95","96","99","95","99","95","95","95","98","98","98","97","98","94","96","93","92","87","76","76","76","",
"Japan","JPN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","68","66","70","73","73","74","75","76","77","73","71","69","68","81","93","94","94","95","95","96","98","98","98","98","98","97","96","95","94","94","94","96","95","98","96","96","97","97","96","98","95","98","",
"Kazakhstan","KAZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","91","91","95","97","97","99","99","99","95","95","99","99","99","99","99","99","99","99","99","96","99","99","99","99","99","99","99","93","97","99","",
"Kenya","KEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","55","63","65","69","72","75","78","81","84","84","84","83","81","79","90","76","78","77","78","72","73","69","77","80","90","88","86","87","93","94","95","96","96","89","89","89","88","89","90","",
"Kyrgyz Republic","KGZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","93","88","97","98","98","98","99","98","99","98","99","99","99","97","99","99","99","99","97","98","99","96","99","97","95","96","96","92","93","94","",
"Cambodia","KHM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","27","29","54","53","39","39","34","39","33","36","50","62","56","50","54","63","65","59","52","65","80","79","78","79","89","92","90","88","84","79","83","85","85","86","87","87","83","83","83","",
"Kiribati","KIR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","24","8","4","9","14","54","63","75","62","77","89","70","47","64","82","77","62","80","76","88","72","56","85","61","93","72","82","89","90","91","91","88","84","80","81","84","94","82","80","85","",
"St. Kitts and Nevis","KNA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","85","91","96","91","77","90","99","99","99","99","99","99","99","97","99","99","99","90","99","98","98","99","99","99","99","99","99","99","95","99","93","95","98","93","96","97","95","96","95","",
"Korea, Rep.","KOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4","5","5","33","61","89","89","82","70","95","93","93","93","92","92","93","89","85","85","90","95","96","97","96","99","99","99","92","92","93","98","99","99","99","99","98","98","97","98","98","98","98","97","",
"Kuwait","KWT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","48","71","79","80","88","91","93","95","97","98","66","75","85","95","98","98","99","95","99","96","99","99","97","97","97","99","99","99","99","99","98","99","99","99","94","93","99","99","98","97","95","94","99","",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","40.2989476403967","47.9226413229093","47.5213436739302","46.4981238560105","51.2866244353359","59.3785074446597","60.9775514166905","59.5466612867831","65.5978050337039","69.6694332592332","76.0459442383003","80.6467178949468","83.6260233284446","82.7349597485798","81.4055717917479","88.0131301936856","84.8725198943465","89.5406590316957","90.5749501810809","92.5529236705238","93.9864673146423","94.5105452192911","94.0866193972245","94.5589277191264","93.7498435759144","93.667913128305","95.2159640334311","94.540031334608","95.0342891047427","95.081203048313","94.3475506522429","95.1543453843014","95.8773138883016","92.3156397493162","92.9150361429523","93.1168573841449","92.8017892698665","85.3875981254618","92.0964359703166","85.4241360761546","83.0958716955406","82.1136748155199","81.3873035944883","",
"Lao PDR","LAO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","7","7","7","6","6","10","11","23","20","32","47","46","46","73","68","73","67","71","71","42","50","55","42","36","41","48","40","52","59","64","67","69","78","81","81","81","86","86","83","79","73","76","",
"Lebanon","LBN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","1","8","16","23","30","39","48","58","61","65","76","88","88","85","85","89","83","77","71","65","59","53","58","63","69","74","79","80","80","81","81","82","82","82","82","82","82","82","74","67","67","",
"Liberia","LBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","63","58","52","47","41","62","63","71","76","83","65","71","80","74","58","64","70","75","74","68","61","58","79","",
"Libya","LBY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","61","66","65","71","76","75","78","75","76","79","89","87","88","91","92","92","93","91","92","92","93","93","91","96","99","97","98","98","98","98","98","98","98","96","93","98","97","94","73","73","73","73","73","",
"St. Lucia","LCA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","43","36","60","68","91","81","83","91","82","97","75","94","92","94","95","95","90","95","88","89","98","90","95","94","94","94","99","99","95","91","99","99","99","97","99","87","86","96","89","77","81","",
"Latin America & Caribbean","LCN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","42.0307046691452","48.7482073172806","48.5805724293073","47.6262489640776","51.9311436309652","60.0524267476001","61.2130472395035","60.35964506811","65.7150403415318","69.3441209215179","75.9215645713714","80.357000800344","82.6475271880198","82.07377458163","82.4741787631366","86.1779526925109","84.119550509882","88.6413562559483","90.8876571899819","92.1485413858731","93.5213744657857","94.7111838477948","93.5294917261273","93.9664971018216","93.0446370097586","92.6751477245206","94.3813426944542","94.0749377543586","94.9392683590099","94.591153532712","93.4791431327761","94.5582008343997","95.2457380856971","91.8775934951077","92.7979778322578","93.1351565514352","92.5616556313023","86.3284590814396","91.2164976352231","86.2065607242154","82.9970839485856","81.8456837239609","81.2560181161085","",
"Least developed countries: UN classification","LDC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","5.81721430466303","9.79547859343714","11.9631485800848","14.7900036619213","16.1423950700635","20.6561166517746","26.8415188157871","30.2480489593135","37.0872058848829","48.0482079111301","54.3773995156354","50.1865194047681","49.6711360982188","52.5101421412023","57.376968541259","57.0366940861879","56.8956052486765","56.6008453000131","54.6087931516097","55.1558252468302","57.1512650160347","58.3789136614804","59.5841498491187","62.3181658095279","65.1160975115086","67.1604973074725","68.1263201924753","71.5313580614709","71.7369331959025","74.2523717609631","75.7007203544053","76.3026829720734","75.6341568376772","74.7825605702402","74.9069794559405","74.5427750355705","73.6731455574674","74.6168386169035","75.0371916861784","75.1219128999214","73.8256161102974","69.9922453442302","71.5519419955511","",
"Low income","LIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.47880480325528","13.3843621750624","16.7374698563908","17.4684164205147","18.2111137826958","23.6045885082783","28.7472757345006","31.4436025992639","38.3858441130004","46.7200460246826","51.3599891873696","43.5324543102479","41.7862705258401","44.7667151731608","49.4262112195171","47.3331583519577","48.2225633292726","46.1121405447877","44.9896292276312","46.7137747835606","50.7002163011162","50.9694703814011","52.9075196270567","56.224683339852","59.4052036238212","62.2133200480793","64.4045007153613","66.5752815879556","67.3146976275252","70.0456406246979","72.1547956673995","72.5889079038468","71.4055251990928","69.9000954283763","69.8870839249053","69.5667403179749","69.279574527528","70.5319306475021","70.5506068018602","71.1575235226256","70.0047173135672","66.8115448516419","66.1009534389586","",
"Liechtenstein","LIE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","3","20","45","60","68","76","80","79","82","86","84","87","89","94","94","95","99","99","99","99","96","99","99","98","98","97","99","99","99","99","99","99","99","99","99","99","96","97","99","",
"Lower middle income","LMC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","2.88698051492039","3.85601280565106","5.08495968280919","8.10039942457461","12.4992314987872","16.9706566763901","25.5768225064487","34.5360634325484","42.5885251933872","52.668447210139","61.2139939115851","55.3017473666145","59.0145112623619","62.9555041616294","67.4405431340692","69.763948833614","66.75109816707","62.1415250503504","61.5245835537608","62.2430771871376","62.5422956149318","63.5876383422882","63.0551972136714","65.7117415376687","68.6042333238158","70.7589690712003","71.1875945897637","71.8676449770562","73.7989122047552","77.9901078631204","79.127307303124","79.3476872903546","78.7170029054281","79.3635160672022","80.2852115789392","81.030628481856","81.9611308646694","83.0328356217649","84.6162543268973","85.396539054315","82.8159693305123","80.7136628571838","84.17893280131","",
"Low & middle income","LMY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.45637482031762","9.6726294623286","10.6753137819095","30.5012937736035","34.4861444532987","40.2189048246798","40.7346734027295","49.1524884738695","59.4287595921634","65.3868311351741","71.4582281788062","67.1877381296938","67.7651960070928","68.1426481052829","69.5089208351302","71.6632902528111","71.2304648917802","68.82700728992","68.2349893677299","68.9360019159318","69.4846820985729","70.1279758623339","69.5969313929033","71.2794282825651","73.3622877777299","74.9715366587318","76.8626650446384","77.489400219599","79.1945480993188","82.0168549134158","82.8948032225804","83.2958436652626","82.8617452950552","82.9645192426332","83.2990643704424","83.6867846858544","84.0477625674229","84.3472917132603","85.5740648380068","85.346305166457","82.7540086177701","80.6345319857967","82.4500684993205","",
